Using GPU for training.
Epoch 179, Score 6.0000, Loss 1872.6350, Time 27.6264
Epoch 180, Score 9.0000, Loss 1878.3057, Time 27.8105
Epoch 181, Score 2.0000, Loss 1859.6722, Time 27.9873
Epoch 182, Score 3.0000, Loss 1838.3335, Time 28.2561
Epoch 183, Score 3.0000, Loss 1858.5837, Time 28.4127
Epoch 184, Score 1.0000, Loss 1847.2825, Time 28.7312
Epoch 185, Score 1.0000, Loss 1849.1602, Time 28.8077
Epoch 186, Score 4.0000, Loss 1858.2314, Time 28.8747
Epoch 187, Score 0.0000, Loss 1819.3497, Time 29.0730
Epoch 188, Score 2.0000, Loss 1812.9285, Time 29.9289
Epoch 189, Score 1.0000, Loss 1856.9471, Time 29.5529
Epoch 190, Score 1.0000, Loss 1829.4447, Time 29.5777
Epoch 191, Score 2.0000, Loss 1845.0796, Time 29.9046
Epoch 192, Score 6.0000, Loss 1833.3214, Time 27.8483
Epoch 193, Score 2.0000, Loss 1843.6642, Time 29.9131
Epoch 194, Score 3.0000, Loss 1845.1040, Time 30.3631
Epoch 195, Score 6.0000, Loss 1808.3259, Time 30.5101
Epoch 196, Score 2.0000, Loss 1790.3147, Time 30.7975
Epoch 197, Score 2.0000, Loss 1796.9114, Time 30.9120
Epoch 198, Score 5.0000, Loss 1826.6986, Time 31.0840
Epoch 199, Score 1.0000, Loss 1789.3738, Time 31.4955
Epoch 200, Score 6.0000, Loss 1782.2511, Time 31.4113
Epoch 201, Score 3.0000, Loss 1771.8890, Time 32.4484
Epoch 202, Score 2.0000, Loss 1811.2500, Time 31.8964
Epoch 203, Score 1.0000, Loss 1786.9293, Time 31.9140
Epoch 204, Score 2.0000, Loss 1777.0286, Time 32.1159
Epoch 205, Score 3.0000, Loss 1788.7578, Time 32.2507
Epoch 206, Score 1.0000, Loss 1789.6045, Time 32.3952
Epoch 207, Score 1.0000, Loss 1752.2496, Time 31.1420
Epoch 208, Score 2.0000, Loss 1740.3516, Time 31.0882
Epoch 209, Score 6.0000, Loss 1759.7111, Time 32.3863
Epoch 210, Score 6.0000, Loss 1730.0787, Time 32.6189
Epoch 211, Score 3.0000, Loss 1774.0548, Time 32.4307
Epoch 212, Score 4.0000, Loss 1717.3124, Time 30.7306
Epoch 213, Score 5.0000, Loss 1733.2716, Time 32.9081
Epoch 214, Score 3.0000, Loss 1746.3866, Time 33.0934
Epoch 215, Score 2.0000, Loss 1750.5835, Time 33.1372
Epoch 216, Score 6.0000, Loss 1715.8810, Time 31.3436
Epoch 217, Score 3.0000, Loss 1719.1708, Time 34.2271
Epoch 218, Score 4.0000, Loss 1725.6724, Time 33.5680
Epoch 219, Score 1.0000, Loss 1707.0045, Time 34.0526
Epoch 220, Score 6.0000, Loss 1708.6154, Time 34.5934
Epoch 221, Score 4.0000, Loss 1706.1099, Time 34.1720
Epoch 222, Score 2.0000, Loss 1724.2008, Time 34.8752
Epoch 223, Score 4.0000, Loss 1685.4413, Time 34.4370
Epoch 224, Score 5.0000, Loss 1661.7087, Time 34.5027
Epoch 225, Score 1.0000, Loss 1641.6998, Time 34.6097
Epoch 226, Score 1.0000, Loss 1681.2069, Time 34.8499
Epoch 227, Score 3.0000, Loss 1664.5819, Time 34.7885
Epoch 228, Score 7.0000, Loss 1656.3969, Time 35.0833
Epoch 229, Score 0.0000, Loss 1681.1608, Time 35.3054
Epoch 230, Score 1.0000, Loss 1675.4396, Time 34.9563
Epoch 231, Score 4.0000, Loss 1682.1949, Time 34.5691
Epoch 232, Score 5.0000, Loss 1667.9569, Time 35.2624
Epoch 233, Score 5.0000, Loss 1663.9282, Time 35.4361
Epoch 234, Score 7.0000, Loss 1652.9884, Time 33.2082
Epoch 235, Score 3.0000, Loss 1610.4435, Time 35.5464
Epoch 236, Score 0.0000, Loss 1636.4103, Time 36.1620
Epoch 237, Score 5.0000, Loss 1638.1431, Time 36.0310
Epoch 238, Score 2.0000, Loss 1656.1782, Time 33.5283
Epoch 239, Score 6.0000, Loss 1613.4172, Time 36.4591
Epoch 240, Score 3.0000, Loss 1637.6797, Time 36.5879
Epoch 241, Score 3.0000, Loss 1622.1637, Time 37.2386
Epoch 242, Score 3.0000, Loss 1615.4788, Time 36.7708
Epoch 243, Score 1.0000, Loss 1627.0679, Time 37.3157
Epoch 244, Score 2.0000, Loss 1600.1725, Time 36.9909
Epoch 245, Score 4.0000, Loss 1614.4128, Time 37.1268
Epoch 246, Score 3.0000, Loss 1576.2612, Time 37.8583
Epoch 247, Score 3.0000, Loss 1617.8075, Time 38.2619
Epoch 248, Score 7.0000, Loss 1619.6125, Time 37.6583
Epoch 249, Score 5.0000, Loss 1588.1566, Time 37.6419
Epoch 250, Score 0.0000, Loss 1563.8484, Time 37.8925
Epoch 251, Score 2.0000, Loss 1546.5691, Time 38.0483
Epoch 252, Score 5.0000, Loss 1575.3065, Time 38.0482
Epoch 253, Score 4.0000, Loss 1588.3754, Time 37.4277
Epoch 254, Score 4.0000, Loss 1629.0010, Time 36.3402
Epoch 255, Score 3.0000, Loss 1598.0813, Time 38.0524
Epoch 256, Score 4.0000, Loss 1571.5669, Time 38.2710
Epoch 257, Score 0.0000, Loss 1578.3264, Time 38.5102
Epoch 258, Score 4.0000, Loss 1591.0830, Time 38.4828
Epoch 259, Score 1.0000, Loss 1576.0345, Time 38.9224
Epoch 260, Score 4.0000, Loss 1543.0103, Time 39.5238
Epoch 261, Score 0.0000, Loss 1571.3218, Time 39.1063
Epoch 262, Score 5.0000, Loss 1567.5928, Time 39.1683
Epoch 263, Score 3.0000, Loss 1554.4911, Time 39.3570
Epoch 264, Score 5.0000, Loss 1558.7460, Time 40.0323
Epoch 265, Score 5.0000, Loss 1558.6597, Time 40.0357
Epoch 266, Score 7.0000, Loss 1528.1238, Time 39.6759
Epoch 267, Score 4.0000, Loss 1552.0553, Time 39.8750
Epoch 268, Score 1.0000, Loss 1537.6653, Time 40.2237
Epoch 269, Score 4.0000, Loss 1536.7762, Time 40.2786
Epoch 270, Score 0.0000, Loss 1504.3572, Time 40.2268
Epoch 271, Score 0.0000, Loss 1496.0206, Time 40.4002
Epoch 272, Score 5.0000, Loss 1541.3052, Time 40.4777
Epoch 273, Score 1.0000, Loss 1555.2778, Time 40.7918
Epoch 274, Score 2.0000, Loss 1532.2612, Time 41.6464
Epoch 275, Score 0.0000, Loss 1535.0266, Time 40.9608
Epoch 276, Score 6.0000, Loss 1516.7432, Time 37.0706
Epoch 277, Score 1.0000, Loss 1535.2605, Time 36.2781
Epoch 278, Score 1.0000, Loss 1530.8185, Time 36.2296
Epoch 279, Score 2.0000, Loss 1539.0557, Time 36.6352
Epoch 280, Score 5.0000, Loss 1463.2803, Time 36.4105
Epoch 281, Score 2.0000, Loss 1523.6957, Time 36.6098
Epoch 282, Score 5.0000, Loss 1517.6830, Time 36.6028
Epoch 283, Score 4.0000, Loss 1488.5453, Time 36.4865
Epoch 284, Score 5.0000, Loss 1521.1836, Time 37.0182
Epoch 285, Score 3.0000, Loss 1518.7618, Time 36.8928
Epoch 286, Score 3.0000, Loss 1518.5874, Time 36.6685
Epoch 287, Score 2.0000, Loss 1488.7476, Time 37.7129
Epoch 288, Score 5.0000, Loss 1506.0284, Time 37.1116
Epoch 289, Score 3.0000, Loss 1504.0546, Time 37.2247
