Using GPU for training.
Epoch 317, Score -17.0000, Loss 0.0405, Time 1.5590
Epoch 318, Score -20.0000, Loss 0.0530, Time 1.5637
Epoch 319, Score 0.0000, Loss 0.0402, Time 1.5931
Epoch 320, Score -2.0000, Loss 0.0457, Time 1.5759
Epoch 321, Score -4.0000, Loss 0.0357, Time 1.5708
Epoch 322, Score -6.0000, Loss 0.0382, Time 1.5713
Epoch 323, Score -7.0000, Loss 0.0377, Time 1.5755
Epoch 324, Score -9.0000, Loss 0.0404, Time 1.5785
Epoch 325, Score -11.0000, Loss 0.0451, Time 1.5797
Epoch 326, Score -13.0000, Loss 0.0430, Time 1.5821
Epoch 327, Score -15.0000, Loss 0.0395, Time 1.5842
Epoch 328, Score -17.0000, Loss 0.0416, Time 1.5861
Epoch 329, Score -19.0000, Loss 0.0417, Time 1.6007
Epoch 330, Score 0.0000, Loss 0.0360, Time 1.6185
Epoch 331, Score -2.0000, Loss 0.0368, Time 1.5929
Epoch 332, Score -4.0000, Loss 0.0329, Time 1.5972
Epoch 333, Score -6.0000, Loss 0.0334, Time 1.5999
Epoch 334, Score -9.0000, Loss 0.0367, Time 1.6034
Epoch 335, Score -11.0000, Loss 0.0367, Time 1.5964
Epoch 336, Score -13.0000, Loss 0.0386, Time 1.6080
Epoch 337, Score -15.0000, Loss 0.0383, Time 1.6133
Epoch 338, Score -17.0000, Loss 0.0401, Time 1.6233
Epoch 339, Score -17.0000, Loss 0.0341, Time 1.6108
Epoch 340, Score -20.0000, Loss 0.0408, Time 1.6105
Epoch 341, Score 0.0000, Loss 0.0371, Time 1.6440
Epoch 342, Score 0.0000, Loss 0.0399, Time 1.6256
Epoch 343, Score -3.0000, Loss 0.0470, Time 1.6244
Epoch 344, Score -5.0000, Loss 0.0369, Time 1.6396
Epoch 345, Score -7.0000, Loss 0.0355, Time 1.6321
Epoch 346, Score -9.0000, Loss 0.0364, Time 1.6370
Epoch 347, Score -11.0000, Loss 0.0412, Time 1.6246
Epoch 348, Score -13.0000, Loss 0.0381, Time 1.6275
Epoch 349, Score -15.0000, Loss 0.0450, Time 1.6292
Epoch 350, Score -18.0000, Loss 0.0421, Time 1.6324
Epoch 351, Score -20.0000, Loss 0.0413, Time 1.6389
Epoch 352, Score 0.0000, Loss 0.0425, Time 1.6682
Epoch 353, Score -1.0000, Loss 0.0411, Time 1.6388
Epoch 354, Score -2.0000, Loss 0.0435, Time 1.6462
Epoch 355, Score -4.0000, Loss 0.0358, Time 1.6536
Epoch 356, Score -6.0000, Loss 0.0471, Time 1.6503
Epoch 357, Score -8.0000, Loss 0.0349, Time 1.6573
Epoch 358, Score -11.0000, Loss 0.0416, Time 1.6572
Epoch 359, Score -13.0000, Loss 0.0311, Time 1.6570
Epoch 360, Score -14.0000, Loss 0.0299, Time 1.6632
Epoch 361, Score -16.0000, Loss 0.0365, Time 1.6660
Epoch 362, Score -18.0000, Loss 0.0377, Time 1.6665
Epoch 363, Score 0.0000, Loss 0.0302, Time 1.6996
Epoch 364, Score -1.0000, Loss 0.0507, Time 1.6843
Epoch 365, Score -3.0000, Loss 0.0376, Time 1.6712
Epoch 366, Score -5.0000, Loss 0.0320, Time 1.6803
Epoch 367, Score -7.0000, Loss 0.0341, Time 1.6820
Epoch 368, Score -9.0000, Loss 0.0436, Time 1.6845
Epoch 369, Score -12.0000, Loss 0.0413, Time 1.6790
Epoch 370, Score -14.0000, Loss 0.0273, Time 1.6864
Epoch 371, Score -16.0000, Loss 0.0384, Time 1.6902
Epoch 372, Score -18.0000, Loss 0.0337, Time 1.7041
Epoch 373, Score -20.0000, Loss 0.0321, Time 1.6906
