Using GPU for training.
Epoch 161, Score 136.0000, Loss 1.1146, Time 0.8122
Epoch 162, Score 37.0000, Loss 0.9841, Time 0.8098
Epoch 163, Score 137.0000, Loss 0.9782, Time 0.8079
Epoch 164, Score 38.0000, Loss 1.1271, Time 0.8213
Epoch 165, Score 138.0000, Loss 1.0771, Time 0.8215
Epoch 166, Score 39.0000, Loss 1.0311, Time 0.8235
Epoch 167, Score 139.0000, Loss 0.8986, Time 0.8230
Epoch 168, Score 40.0000, Loss 0.9691, Time 0.8264
Epoch 169, Score 140.0000, Loss 1.0029, Time 0.8212
Epoch 170, Score 41.0000, Loss 1.1468, Time 0.8327
Epoch 171, Score 141.0000, Loss 1.1346, Time 0.8331
Epoch 172, Score 42.0000, Loss 1.1399, Time 0.8409
Epoch 173, Score 142.0000, Loss 1.0654, Time 0.8357
Epoch 174, Score 43.0000, Loss 1.1769, Time 0.8444
Epoch 175, Score 143.0000, Loss 1.0681, Time 0.8372
Epoch 176, Score 44.0000, Loss 1.0430, Time 0.8424
Epoch 177, Score 144.0000, Loss 1.0177, Time 0.8440
Epoch 178, Score 56.0000, Loss 1.2718, Time 0.8571
Epoch 179, Score 156.0000, Loss 0.9711, Time 0.8447
Epoch 180, Score 57.0000, Loss 1.4313, Time 0.8556
Epoch 181, Score 157.0000, Loss 1.3321, Time 0.8562
Epoch 182, Score 58.0000, Loss 1.3509, Time 0.8616
Epoch 183, Score 158.0000, Loss 1.3498, Time 0.8681
Epoch 184, Score 59.0000, Loss 1.1291, Time 0.8641
Epoch 185, Score 159.0000, Loss 1.2205, Time 0.8647
Epoch 186, Score 60.0000, Loss 1.3263, Time 0.8706
Epoch 187, Score 160.0000, Loss 1.1806, Time 0.8621
Epoch 188, Score 61.0000, Loss 1.1302, Time 0.8778
Epoch 189, Score 161.0000, Loss 1.1639, Time 0.8733
Epoch 190, Score 62.0000, Loss 1.1058, Time 0.8832
Epoch 191, Score 162.0000, Loss 1.1233, Time 0.8794
Epoch 192, Score 63.0000, Loss 1.4302, Time 0.8880
Epoch 193, Score 163.0000, Loss 1.0537, Time 0.8815
Epoch 194, Score 64.0000, Loss 1.1760, Time 0.8886
Epoch 195, Score 164.0000, Loss 1.2847, Time 0.8860
Epoch 196, Score 65.0000, Loss 1.1874, Time 0.8933
Epoch 197, Score 165.0000, Loss 1.1097, Time 0.8934
Epoch 198, Score 66.0000, Loss 1.2899, Time 0.8989
Epoch 199, Score 166.0000, Loss 0.9071, Time 0.9054
