Using GPU for training.
Epoch 182, Score -5.0000, Loss 0.2627, Time 1.0277
Epoch 183, Score -7.0000, Loss 0.2803, Time 1.0357
Epoch 184, Score -9.0000, Loss 0.2812, Time 1.0301
Epoch 185, Score -11.0000, Loss 0.3136, Time 1.0388
Epoch 186, Score -13.0000, Loss 0.2892, Time 1.0429
Epoch 187, Score -12.0000, Loss 0.2861, Time 1.0511
Epoch 188, Score -14.0000, Loss 0.2337, Time 1.0549
Epoch 189, Score -16.0000, Loss 0.2719, Time 1.0468
Epoch 190, Score -17.0000, Loss 0.2474, Time 1.0527
Epoch 191, Score -18.0000, Loss 0.2543, Time 1.0506
Epoch 192, Score -19.0000, Loss 0.2555, Time 1.0580
Epoch 193, Score -1.0000, Loss 0.2015, Time 1.0719
Epoch 194, Score -3.0000, Loss 0.1882, Time 1.0611
Epoch 195, Score -5.0000, Loss 0.2006, Time 1.0579
Epoch 196, Score -6.0000, Loss 0.3067, Time 1.0745
Epoch 197, Score -7.0000, Loss 0.2584, Time 1.0814
Epoch 198, Score -9.0000, Loss 0.2123, Time 1.0774
Epoch 199, Score -11.0000, Loss 0.1717, Time 1.0755
Epoch 200, Score -11.0000, Loss 0.2146, Time 1.0806
Epoch 201, Score -13.0000, Loss 0.1230, Time 1.0799
Epoch 202, Score -14.0000, Loss 0.1244, Time 1.0833
Epoch 203, Score -15.0000, Loss 0.1060, Time 1.0825
Epoch 204, Score -17.0000, Loss 0.2339, Time 1.0864
Epoch 205, Score -18.0000, Loss 0.2309, Time 1.0839
Epoch 206, Score -20.0000, Loss 0.3318, Time 1.0955
Epoch 207, Score 0.0000, Loss 0.1213, Time 1.1082
Epoch 208, Score -2.0000, Loss 0.1303, Time 1.0994
Epoch 209, Score -3.0000, Loss 0.1743, Time 1.1013
Epoch 210, Score -4.0000, Loss 0.1993, Time 1.1011
Epoch 211, Score -7.0000, Loss 0.1537, Time 1.0975
Epoch 212, Score -8.0000, Loss 0.1512, Time 1.1000
Epoch 213, Score -7.0000, Loss 0.1922, Time 1.1102
Epoch 214, Score -9.0000, Loss 0.1592, Time 1.1027
Epoch 215, Score -11.0000, Loss 0.1799, Time 1.1256
Epoch 216, Score -13.0000, Loss 0.1825, Time 1.1104
Epoch 217, Score -16.0000, Loss 0.2360, Time 1.1185
Epoch 218, Score -18.0000, Loss 0.1280, Time 1.1188
Epoch 219, Score 0.0000, Loss 0.0899, Time 1.1289
Epoch 220, Score -1.0000, Loss 0.1370, Time 1.1271
Epoch 221, Score -3.0000, Loss 0.1179, Time 1.1220
Epoch 222, Score -5.0000, Loss 0.1727, Time 1.1340
Epoch 223, Score -4.0000, Loss 0.2539, Time 1.1348
Epoch 224, Score -7.0000, Loss 0.2265, Time 1.1372
Epoch 225, Score -9.0000, Loss 0.2020, Time 1.1458
Epoch 226, Score -11.0000, Loss 0.2828, Time 1.1378
Epoch 227, Score -13.0000, Loss 0.2050, Time 1.1456
Epoch 228, Score -15.0000, Loss 0.2193, Time 1.1497
Epoch 229, Score -18.0000, Loss 0.2266, Time 1.1487
