Using GPU for training.
Epoch 222, Score 0.0000, Loss 1566.3671, Time 36.0543
Epoch 223, Score 2.0000, Loss 1566.1647, Time 36.1474
Epoch 224, Score 1.0000, Loss 1556.7603, Time 36.2563
Epoch 225, Score 0.0000, Loss 1551.1655, Time 35.9556
Epoch 226, Score 3.0000, Loss 1533.6597, Time 36.1432
Epoch 227, Score 2.0000, Loss 1527.1132, Time 36.5092
Epoch 228, Score 3.0000, Loss 1527.2141, Time 37.3562
Epoch 229, Score 1.0000, Loss 1530.9883, Time 36.8082
Epoch 230, Score 1.0000, Loss 1522.6628, Time 37.0303
Epoch 231, Score 2.0000, Loss 1546.8625, Time 37.4527
Epoch 232, Score 1.0000, Loss 1538.5525, Time 37.0245
Epoch 233, Score 5.0000, Loss 1509.6051, Time 36.7004
Epoch 234, Score 20.0000, Loss 1522.6971, Time 36.7404
Epoch 235, Score 46.0000, Loss 1521.6863, Time 36.7964
Epoch 236, Score 2.0000, Loss 1512.1932, Time 37.1559
Epoch 237, Score 12.0000, Loss 1504.2628, Time 37.5495
Epoch 238, Score 1.0000, Loss 1488.3376, Time 37.7825
Epoch 239, Score 11.0000, Loss 1541.8450, Time 37.2741
Epoch 240, Score 1.0000, Loss 1532.2050, Time 37.0405
Epoch 241, Score 11.0000, Loss 1527.8782, Time 36.7450
Epoch 242, Score 16.0000, Loss 1487.3192, Time 37.0294
Epoch 243, Score 4.0000, Loss 1545.4246, Time 37.4374
Epoch 244, Score 5.0000, Loss 1493.4580, Time 38.0290
Epoch 245, Score 4.0000, Loss 1538.7944, Time 38.1709
Epoch 246, Score 1.0000, Loss 1506.4169, Time 38.2861
Epoch 247, Score 0.0000, Loss 1515.2432, Time 38.5463
Epoch 248, Score 0.0000, Loss 1492.7290, Time 38.6403
Epoch 249, Score 10.0000, Loss 1536.3143, Time 38.4751
Epoch 250, Score 4.0000, Loss 1487.4041, Time 38.3858
Epoch 251, Score 2.0000, Loss 1519.7894, Time 38.8586
Epoch 252, Score 1.0000, Loss 1492.6931, Time 39.1295
Epoch 253, Score 0.0000, Loss 1534.9291, Time 38.9021
Epoch 254, Score 5.0000, Loss 1441.0422, Time 39.1630
Epoch 255, Score 5.0000, Loss 1511.5089, Time 39.4036
Epoch 256, Score 4.0000, Loss 1487.4789, Time 39.6364
Epoch 257, Score 1.0000, Loss 1512.7499, Time 39.3827
Epoch 258, Score 2.0000, Loss 1472.2209, Time 39.6645
Epoch 259, Score 6.0000, Loss 1488.4884, Time 39.8459
Epoch 260, Score 7.0000, Loss 1489.2494, Time 40.0173
Epoch 261, Score 16.0000, Loss 1513.8960, Time 39.3078
Epoch 262, Score 5.0000, Loss 1467.6318, Time 40.1725
Epoch 263, Score 1.0000, Loss 1482.4397, Time 40.2673
Epoch 264, Score 16.0000, Loss 1491.9374, Time 40.2010
Epoch 265, Score 5.0000, Loss 1513.4441, Time 39.6961
Epoch 266, Score 3.0000, Loss 1486.6240, Time 39.8556
Epoch 267, Score 0.0000, Loss 1463.2944, Time 40.4383
Epoch 268, Score 2.0000, Loss 1471.6757, Time 40.7310
Epoch 269, Score 3.0000, Loss 1469.0669, Time 40.9905
Epoch 270, Score 2.0000, Loss 1460.5962, Time 40.9805
Epoch 271, Score 3.0000, Loss 1492.0530, Time 40.6880
Epoch 272, Score 4.0000, Loss 1443.7867, Time 41.0474
Epoch 273, Score 3.0000, Loss 1481.0106, Time 41.2909
Epoch 274, Score 5.0000, Loss 1443.6868, Time 41.3690
Epoch 275, Score 2.0000, Loss 1465.8306, Time 41.4725
Epoch 276, Score 8.0000, Loss 1525.7690, Time 41.0757
Epoch 277, Score 16.0000, Loss 1521.3794, Time 40.8759
Epoch 278, Score 12.0000, Loss 1457.4781, Time 40.8149
Epoch 279, Score 20.0000, Loss 1420.4615, Time 41.5154
Epoch 280, Score 1.0000, Loss 1517.1663, Time 41.1008
Epoch 281, Score 3.0000, Loss 1432.3804, Time 41.4215
Epoch 282, Score 11.0000, Loss 1431.6619, Time 41.8746
Epoch 283, Score 14.0000, Loss 1427.1775, Time 41.2299
Epoch 284, Score 5.0000, Loss 1466.5822, Time 42.1503
Epoch 285, Score 11.0000, Loss 1451.9926, Time 41.6163
Epoch 286, Score 10.0000, Loss 1475.1356, Time 41.3785
Epoch 287, Score 8.0000, Loss 1449.9569, Time 41.4615
Epoch 288, Score 5.0000, Loss 1476.9884, Time 41.5698
Epoch 289, Score 2.0000, Loss 1432.5953, Time 42.1981
Epoch 290, Score 3.0000, Loss 1435.5820, Time 42.3642
Epoch 291, Score 2.0000, Loss 1430.5292, Time 42.2836
Epoch 292, Score 2.0000, Loss 1460.8353, Time 42.5104
Epoch 293, Score 2.0000, Loss 1432.8671, Time 42.6014
Epoch 294, Score 4.0000, Loss 1480.0944, Time 42.6801
Epoch 295, Score 1.0000, Loss 1459.8359, Time 42.9950
Epoch 296, Score 3.0000, Loss 1442.0425, Time 43.0214
Epoch 297, Score 3.0000, Loss 1474.8472, Time 43.1504
Epoch 298, Score 3.0000, Loss 1471.5453, Time 43.2782
Epoch 299, Score 0.0000, Loss 1412.5138, Time 43.4304
Epoch 300, Score 1.0000, Loss 1476.4591, Time 43.6153
Epoch 301, Score 3.0000, Loss 1440.5958, Time 43.7555
Epoch 302, Score 5.0000, Loss 1443.4938, Time 43.9094
Epoch 303, Score 4.0000, Loss 1449.7756, Time 43.9672
Epoch 304, Score 0.0000, Loss 1452.7394, Time 44.1144
Epoch 305, Score 6.0000, Loss 1450.3159, Time 44.1639
